radius (m),length (m),x,y,z,a,b,c,branch,branch_order
0.0281,0.0847,-6.9505,141.887,161.107,0.6338,0.1802,0.7522,20,2
0.0144,0.0825,-6.9173,141.878,161.189,0.4354,0.2707,0.8585,20,2
0.014,0.0812,-6.8795,141.898,161.259,0.4133,0.2339,0.88,20,2
0.0134,0.1047,-6.8456,141.918,161.33,0.4065,0.1973,0.8921,20,2
0.0128,0.0729,-6.7946,141.954,161.42,0.3311,0.045,0.9425,20,2
0.0214,0.0709,-6.748,141.965,161.481,0.2315,0.2829,0.9308,20,2
0.0212,0.1249,-6.7277,141.986,161.545,0.3836,0.0596,0.9216,20,2
0.0169,0.1864,-6.698,142.001,161.668,0.4066,0.0943,0.9087,20,2
0.0091,0.0829,-6.6405,142.007,161.845,0.3409,0.1066,0.934,20,2
0.0138,0.2311,-6.6105,142.003,161.925,0.2654,0.2313,0.936,20,2
0.0102,0.1157,-6.5423,142.059,162.14,0.1863,0.0288,0.9821,20,2
0.0035,0.1123,-6.5096,142.061,162.252,0.1301,0.0816,0.9881,20,2
0.0121,0.2479,-7.5672,141.822,160.763,0.0945,-0.4682,0.8786,21,2
0.0121,0.1222,-7.5449,141.703,160.98,0.1021,-0.4428,0.8908,21,2
0.0128,0.0765,-7.5318,141.651,161.09,0.1406,-0.4074,0.9024,21,2
0.0123,0.0833,-7.5229,141.622,161.16,0.2053,-0.4643,0.8616,21,2
0.0103,0.0611,-7.491,141.585,161.228,0.2708,-0.5738,0.7729,21,2
0.0156,0.0987,-7.4857,141.557,161.288,0.4174,-0.5925,0.6889,21,2
0.0096,0.061,-7.4339,141.497,161.35,0.4429,-0.4015,0.8016,21,2
0.0134,0.0902,-7.4116,141.465,161.4,0.6937,-0.2996,0.655,21,2
0.0153,0.1452,-7.3541,141.457,161.476,0.8816,-0.147,0.4484,21,2
0.0154,0.1311,-7.2751,141.368,161.588,0.4365,0.2775,0.8559,21,2
0.0112,0.0356,-7.2558,141.377,161.709,0.3743,-0.2163,0.9017,21,2
0.0071,0.0766,-7.2379,141.372,161.739,0.4794,-0.141,0.8662,21,2
0.0081,0.0351,-7.2019,141.358,161.807,0.8529,0.0964,0.5132,21,2
0.0129,0.1608,-7.1705,141.343,161.831,0.818,0.2361,0.5246,21,2
0.0051,0.0625,-7.0277,141.375,161.902,0.7854,0.0812,0.6136,21,2
0.0046,0.1068,-6.9735,141.379,161.935,0.731,0.0829,0.6773,21,2
0.004,0.0657,-6.8932,141.388,162.005,0.6574,0.1269,0.7428,21,2
0.0026,0.1187,-6.8479,141.396,162.052,0.6222,0.1349,0.7712,21,2
0.0035,0.096,-7.4831,141.824,160.96,0.7376,0.115,0.6653,22,2
0.0035,0.1393,-7.404,141.837,161.017,0.6423,0.0864,0.7616,22,2
0.0038,0.2041,-7.3131,141.85,161.122,0.5934,0.1383,0.7929,22,2
0.0125,0.0429,-7.4955,141.832,161.041,0.2821,-0.2243,0.9328,23,2
0.0125,0.0875,-7.4834,141.823,161.081,0.2867,0.1192,0.9506,23,2
0.0116,0.0773,-7.4557,141.834,161.163,0.4043,0.115,0.9074,23,2
0.0123,0.1287,-7.4322,141.842,161.235,0.2462,0.1324,0.9601,23,2
0.0101,0.0741,-7.3811,141.84,161.372,-0.0542,0.5456,0.8363,23,2
0.0175,0.1216,-7.3803,141.878,161.47,-0.9278,0.3398,0.1541,23,2
0.0142,0.2159,-7.5826,141.867,161.565,0.2088,0.6831,0.6999,23,2
0.0135,0.2454,-7.5621,141.985,161.741,0.5045,0.27,0.8201,23,2
0.0053,0.0435,-7.4356,142.051,161.943,-0.0324,0.4004,0.9158,23,2
0.0056,0.1565,-7.4385,142.072,161.981,-0.0937,0.3124,0.9453,23,2
0.0031,0.2177,-7.6484,141.783,161.314,-0.3547,0.6336,0.6876,24,2
0.0032,0.1694,-7.6031,141.74,161.542,-0.5351,-0.0287,0.8443,25,2
0.0036,0.053,-7.6963,141.734,161.684,-0.4757,-0.007,0.8796,25,2
0.0039,0.0956,-7.7255,141.73,161.729,-0.4213,0.0574,0.9051,25,2
0.0043,0.2373,-7.7728,141.732,161.813,-0.3154,0.0914,0.9446,25,2
0.0224,0.1098,-7.5832,141.721,161.633,-0.4607,-0.7113,0.5308,26,2
0.0219,0.1419,-7.6337,141.642,161.691,0.6738,0.0703,-0.7356,26,2
0.0168,0.1959,-7.5361,141.655,161.583,0.8263,0.0438,0.5616,26,2
0.0093,0.1091,-7.3842,141.665,161.696,0.2809,0.2404,0.9292,26,2
0.0072,0.0609,-7.3559,141.693,161.798,0.2926,0.2493,0.9232,26,2
0.0041,0.2056,-7.3338,141.707,161.853,0.236,0.2478,0.9396,26,2
0.0091,0.13,-7.5835,141.773,161.631,-0.2939,0.4725,0.8309,27,2
0.0089,0.098,-7.6217,141.835,161.739,-0.1523,0.5361,0.8303,27,2
0.0082,0.2173,-7.6501,141.886,161.82,-0.1002,0.4629,0.8807,27,2
0.006,0.185,-7.5893,141.753,161.787,-0.0726,0.4881,0.8697,28,2
0.0049,0.074,-7.6035,141.846,161.947,-0.0247,0.4429,0.8962,28,2
0.0051,0.2118,-7.6061,141.879,162.013,-0.0179,0.4287,0.9033,28,2
0.0039,0.0516,-7.5532,141.763,162.007,0.2554,0.724,0.6408,29,2
0.0039,0.117,-7.5407,141.806,162.035,0.2704,0.6487,0.7114,29,2
0.0039,0.195,-7.524,141.887,162.121,0.3808,0.5649,0.732,29,2
0.0109,0.3227,-7.5654,141.73,161.985,-0.3896,-0.4142,0.8226,30,2
0.0046,0.1142,-7.5569,141.74,162.242,-0.6066,-0.0851,0.7905,31,2
0.0046,0.0691,-7.6269,141.73,162.332,-0.5295,-0.0381,0.8475,31,2
0.0046,0.0781,-7.6681,141.724,162.389,-0.4475,0.0604,0.8922,31,2
0.0109,0.07,-7.7014,141.738,162.459,-0.3402,-0.0565,0.9386,31,2
0.0109,0.123,-7.7306,141.745,162.526,-0.2316,-0.1796,0.9561,31,2
0.005,0.1992,-7.447,141.741,162.436,0.6474,-0.6997,-0.3022,32,2
0.0031,0.1388,-7.3119,141.592,162.381,0.1167,0.5302,0.8398,32,2
0.0128,0.2315,-7.5159,141.765,162.337,-0.0778,0.6193,0.7813,33,2
0.0066,0.2529,-7.515,141.727,162.29,-0.0801,-0.3343,0.939,34,2
0.0068,0.1742,-7.5432,141.641,162.527,-0.1042,-0.2815,0.9539,34,2
0.0043,0.0372,-7.4803,141.759,162.597,-0.0617,0.6777,0.7327,35,2
0.0034,0.1111,-7.4813,141.794,162.618,-0.0529,0.5563,0.8293,35,2
0.0035,0.1075,-7.4845,141.856,162.71,-0.0901,0.4919,0.866,35,2
0.0038,0.1499,-7.4937,141.91,162.802,-0.1565,0.4197,0.8941,35,2
0.0053,0.2265,-7.5087,141.742,162.538,-0.6419,-0.0074,0.7668,36,2
0.0042,0.1194,-7.4762,141.748,162.558,0.5342,-0.1024,0.8392,37,2
0.0042,0.1886,-7.397,141.734,162.652,0.3417,0.016,0.9397,37,2
0.0034,0.1623,-7.4912,141.759,162.671,-0.4444,0.1065,0.8895,38,2
0.0034,0.1562,-7.5641,141.777,162.815,-0.3873,0.0689,0.9194,38,2
0.0108,0.0644,-7.452,141.744,162.748,-0.1176,-0.3876,0.9143,39,2
0.0082,0.04,-7.4303,141.794,163.021,-0.754,0.2989,0.585,40,2
0.0082,0.0499,-7.4431,141.805,163.048,-0.1308,0.6421,0.7554,40,2
0.0071,0.0833,-7.4715,141.849,163.078,0.0192,0.5574,0.83,40,2
0.0121,0.1021,-9.2049,141.697,160.508,0.0098,0.2174,0.976,41,2
0.0042,0.1208,-9.2151,141.718,160.607,-0.09,0.1865,0.9783,41,2
0.0064,0.0864,-9.2193,141.745,160.724,-0.0444,0.191,0.9806,41,2
0.0041,0.0878,-9.2263,141.759,160.809,-0.071,0.2238,0.972,41,2
0.0064,0.0702,-9.2321,141.777,160.895,-0.0616,0.2465,0.9672,41,2
0.0135,0.0978,-9.2238,141.796,160.963,-0.0924,0.3584,0.929,41,2
0.0112,0.1172,-9.2324,141.832,161.054,-0.0066,0.2349,0.972,41,2
0.0095,0.0873,-9.2431,141.86,161.169,0.1052,0.1856,0.977,41,2
0.0174,0.1561,-9.2371,141.868,161.258,0.3564,0.2972,0.8858,41,2
0.0118,0.1492,-9.2022,141.888,161.411,0.5486,0.0128,0.836,41,2
0.0073,0.2768,-9.3114,141.762,160.511,-0.4417,0.7227,-0.5315,42,2
0.0073,0.0944,-9.4337,141.963,160.364,-0.1951,0.9742,-0.1138,42,2
0.009,0.0753,-9.4578,142.055,160.359,-0.1351,0.9712,-0.196,42,2
0.0072,0.086,-9.465,142.13,160.349,-0.0867,0.9345,-0.3454,42,2
0.0071,0.1029,-9.4723,142.212,160.321,-0.0748,0.9118,-0.4037,42,2
0.0081,0.089,-9.4829,142.303,160.274,-0.0826,0.9381,-0.3363,42,2
0.0131,0.0725,-9.4715,142.393,160.248,-0.2914,0.9544,-0.0648,42,2
0.0131,0.1739,-9.4805,142.465,160.238,-0.3171,0.9415,-0.1141,42,2
0.0123,0.1725,-9.5423,142.634,160.199,0.1532,0.968,0.1989,42,2
0.0116,0.1424,-9.5137,142.8,160.235,-0.1368,0.8493,0.5098,42,2
0.0066,0.047,-9.5176,142.926,160.298,0.0696,0.8484,0.5247,42,2
0.0114,0.0735,-9.529,142.971,160.325,0.3451,0.6954,0.6304,42,2
0.0065,0.0793,-9.5083,143.031,160.361,0.089,0.7475,0.6582,42,2
0.013,0.1844,-9.526,143.094,160.422,0.3217,0.6549,0.6838,42,2
0.0061,0.0423,-9.4794,143.22,160.548,0.1809,0.4805,0.8581,42,2
0.0092,0.1828,-9.4648,143.234,160.586,0.1485,0.4507,0.8802,42,2
0.0305,0.274,-9.2678,141.744,160.549,0.566,0.408,0.7164,43,2
0.0292,0.2626,-9.1409,141.855,160.777,-0.0635,0.9971,-0.0429,43,2
0.0286,0.1487,-9.0996,142.125,160.81,0.5042,0.4369,-0.7449,43,2
0.0279,0.0616,-9.0039,142.188,160.736,0.8444,0.2854,-0.4533,43,2
0.027,0.1297,-8.9532,142.202,160.702,0.1684,-0.8821,0.4399,43,2
0.0224,0.3705,-8.9068,142.069,160.721,0.3599,-0.7207,0.5925,43,2
0.0125,0.1043,-8.7659,141.828,160.94,0.0228,0.0289,0.9993,43,2
0.01,0.1723,-8.7559,141.83,161.044,0.015,-0.0195,0.9997,43,2
0.0082,0.1898,-8.7539,141.824,161.216,0.0145,-0.0095,0.9998,43,2
0.0056,0.1065,-8.7543,141.821,161.406,-0.0199,0.0437,0.9988,43,2
0.0172,0.0782,-9.4978,141.902,160.641,-0.9965,-0.0417,0.0726,44,2
0.0251,0.1087,-9.5724,141.874,160.668,-0.9947,-0.0962,0.0373,44,2
0.0225,0.2509,-9.6801,141.907,160.673,-0.9656,0.0007,0.2602,44,2
0.0209,0.0508,-9.9158,141.925,160.743,-0.4597,-0.056,0.8863,44,2
0.0195,0.0677,-9.9468,141.893,160.79,-0.7228,0.2427,0.647,44,2
0.0114,0.113,-9.9938,141.881,160.841,-0.628,0.1463,0.7643,44,2
0.009,0.121,-10.062,141.914,160.928,-0.6353,0.1121,0.7641,44,2
0.0063,0.0978,-10.1479,141.923,161.015,-0.5656,0.1443,0.8119,44,2
0.0037,0.1631,-10.2065,141.936,161.092,-0.4792,0.2031,0.8539,44,2
0.0152,0.2349,-9.3705,141.797,160.601,0.1176,-0.0495,0.9918,45,2
0.0164,0.2827,-9.4615,141.876,160.658,0.2926,-0.0249,0.9559,46,2
0.0079,0.065,-9.388,141.842,160.923,0.1277,-0.1991,0.9716,46,2
0.0073,0.0804,-9.3813,141.828,160.987,0.1801,-0.0199,0.9835,46,2
0.0063,0.108,-9.3655,141.818,161.067,0.0528,0.0667,0.9964,46,2
0.0062,0.1871,-9.3635,141.829,161.174,-0.0018,-0.0635,0.998,46,2
0.0026,0.1347,-9.6723,142.047,160.713,-0.9159,-0.3049,0.2612,47,2
0.0026,0.2052,-9.7791,142.09,160.747,-0.5368,0.1204,0.8351,47,2
0.0043,0.0769,-9.6804,142.139,160.719,0.4852,0.8516,0.1983,48,2
0.0043,0.0804,-9.6403,142.217,160.755,-0.1822,0.8537,-0.4878,48,2
0.0034,0.2768,-9.6633,142.3,160.715,0.7239,0.4135,-0.5522,48,2
0.0085,0.1005,-9.8104,142.462,161.445,0.2267,0.886,0.4045,49,2
0.0049,0.0812,-9.7886,142.555,161.479,0.2076,0.8817,0.4236,49,2
0.0056,0.1851,-9.7755,142.631,161.508,0.1549,0.7653,0.6248,49,2
0.0204,0.1608,-9.7788,142.232,160.689,-0.7796,0.1505,0.608,50,2
0.0119,0.0797,-9.9035,142.29,160.763,-0.6772,0.4261,0.5998,50,2
0.0159,0.198,-10.023,142.032,160.94,-0.8768,0.3453,0.3345,50,2
0.0147,0.1936,-10.2937,143.406,160.201,-0.5233,0.4193,0.7419,50,2
0.0157,0.0115,-10.2154,142.533,161.071,-0.4672,0.4786,0.7434,50,2
0.0094,0.0392,-10.2035,142.493,161.114,-0.4991,0.3961,0.7707,50,2
0.0133,0.0606,-10.2217,142.501,161.149,-0.4854,0.3706,0.7919,50,2
0.0081,0.0814,-10.252,142.532,161.193,-0.412,0.3633,0.8356,50,2
0.0074,0.0679,-10.2888,142.563,161.259,-0.2965,0.3007,0.9064,50,2
0.0125,0.0904,-10.2575,142.587,161.341,-0.3638,-0.0512,0.9301,50,2
0.0124,0.067,-10.3575,142.596,161.418,-0.1585,-0.3541,0.9217,50,2
0.0043,0.1148,-10.3652,142.551,161.474,-0.2515,-0.289,0.9237,50,2
0.0022,0.1102,-9.7529,142.335,161.016,0.5651,0.4849,0.6675,51,2
0.0029,0.0836,-9.6909,142.387,161.092,0.5643,0.5389,0.6254,51,2
0.0037,0.2282,-9.6401,142.434,161.14,0.4962,0.5718,0.6533,51,2
0.0065,0.0518,-9.7691,142.335,161.09,0.0637,-0.2784,0.9583,52,2
0.0048,0.2305,-9.7661,142.317,161.139,0.0426,-0.2716,0.9615,52,2
0.0029,0.3269,-9.7735,142.382,161.175,0.6302,0.5375,0.5603,53,2
0.0064,0.0835,-9.7919,142.421,161.269,0.0553,0.9376,0.3434,54,2
0.0054,0.2463,-9.784,142.503,161.291,0.0337,0.9042,0.4257,54,2
0.0088,0.1249,-9.8244,142.445,161.355,-0.5943,0.5705,0.5668,55,2
0.0153,0.2639,-9.9139,142.519,161.409,-0.5395,0.5976,0.5931,55,2
0.0101,0.0869,-10.0531,142.674,161.569,-0.4599,0.5168,0.7221,55,2
0.0153,0.138,-10.1028,142.73,161.617,-0.4106,0.5924,0.6931,55,2
0.0042,0.0876,-9.8259,142.433,161.417,0.101,-0.3686,0.9241,56,2
0.0057,0.1397,-9.8163,142.399,161.497,0.0872,-0.1475,0.9852,56,2
0.0153,0.163,-9.8104,142.385,161.637,0.1898,-0.1137,0.9752,56,2
0.0037,0.1001,-9.78,142.355,161.794,0.0905,-0.1257,0.9879,56,2
0.0137,0.1861,-9.853,142.492,161.55,-0.5828,0.6078,0.5394,57,2
0.0137,0.1102,-9.9497,142.608,161.66,-0.5795,0.5826,0.5699,57,2
0.0137,0.1045,-10.0197,142.681,161.711,-0.5364,0.5178,0.6664,57,2
0.0141,0.1061,-10.0762,142.717,161.797,-0.4019,0.6215,0.6725,57,2
0.0141,0.06,-10.1151,142.779,161.879,-0.5896,0.6961,0.4096,57,2
0.0141,0.0884,-10.1484,142.821,161.906,-0.6166,0.4393,0.6533,57,2
0.0051,0.2011,-9.8542,142.486,161.595,-0.2535,-0.7177,0.6486,58,2
0.0037,0.0704,-9.8411,142.518,161.646,0.4028,0.737,0.5428,59,2
0.0048,0.1056,-9.8104,142.569,161.683,0.3309,0.6946,0.6388,59,2
0.0062,0.0813,-9.7659,142.645,161.747,0.0847,0.6501,0.7551,59,2
0.0028,0.0974,-9.751,142.703,161.802,0.2696,0.6196,0.7371,59,2
0.0028,0.1513,-9.7248,142.764,161.874,0.2706,0.6015,0.7516,59,2
0.0032,0.2249,-9.8644,142.51,161.698,-0.9234,-0.0339,0.3824,60,2
0.0027,0.1288,-9.8681,142.562,161.808,0.2977,0.7603,0.5773,61,2
0.0037,0.0774,-9.8275,142.659,161.882,0.2486,0.7407,0.6241,61,2
0.0034,0.0767,-9.8072,142.716,161.93,0.2292,0.67,0.706,61,2
0.0027,0.1708,-9.7897,142.77,161.982,0.1867,0.6232,0.7594,61,2
0.0025,0.0742,-9.8776,142.559,161.835,-0.7237,-0.0707,0.6865,62,2
0.0025,0.1265,-9.9343,142.547,161.881,-0.6033,-0.235,0.7621,62,2
0.0025,0.177,-10.0191,142.523,161.973,-0.5217,-0.2135,0.826,62,2
0.006,0.0322,-9.8773,142.585,161.918,-0.2101,0.7915,0.5739,63,2
0.0059,0.0853,-9.8911,142.606,161.934,-0.5583,0.4879,0.671,63,2
0.0058,0.0484,-9.9362,142.654,161.986,-0.4889,0.6179,0.6158,63,2
0.0055,0.152,-9.9674,142.684,162.011,-0.441,0.582,0.6832,63,2
0.0026,0.1326,-10.0417,142.765,162.115,-0.4601,0.4558,0.7619,63,2
0.0029,0.0331,-9.8874,142.615,162.166,0.7571,-0.0443,-0.6518,64,2
0.0029,0.1314,-9.8735,142.59,162.131,-0.293,-0.3776,0.8784,64,2
0.0044,0.1697,-9.8935,142.53,162.243,-0.0642,-0.3913,0.918,64,2
0.0041,0.166,-9.8735,142.581,161.96,0.3704,0.559,0.7418,65,2
0.0043,0.0729,-9.8133,142.675,162.082,0.3479,0.4031,0.8465,65,2
0.006,0.1291,-9.7893,142.704,162.145,0.2071,0.4106,0.888,65,2
0.006,0.0584,-9.7651,142.757,162.258,-0.5084,0.2083,0.8355,65,2
0.0031,0.1863,-9.8776,142.592,162.022,0.5531,-0.0266,0.8327,66,2
0.0029,0.0715,-9.7743,142.589,162.177,0.525,-0.044,0.85,66,2
0.0029,0.1138,-9.7371,142.583,162.238,0.543,-0.0017,0.8397,66,2
0.004,0.1121,-9.8995,142.616,162.083,-0.2968,0.7305,0.615,67,2
0.004,0.229,-9.9352,142.7,162.149,-0.2394,0.6553,0.7164,67,2
0.0031,0.1054,-9.8949,142.625,162.313,-0.7438,0.0422,-0.667,68,2
0.0031,0.1116,-10.0379,142.633,162.295,-0.578,-0.4319,-0.6924,68,2
0.0023,0.1379,-10.0746,142.595,162.236,0.56,-0.0241,-0.8281,68,2
0.0035,0.232,-9.9142,142.652,162.417,-0.4718,0.1673,0.8657,69,2
0.0052,0.0939,-10.0287,142.712,162.612,-0.4245,0.1313,0.8959,69,2
0.0022,0.0393,-9.9277,142.681,162.406,-0.4486,0.6409,0.6229,70,2
0.0033,0.1749,-9.9471,142.708,162.428,-0.3742,0.5729,0.7292,70,2
0.0045,0.1727,-9.8801,142.675,162.377,0.4957,-0.687,0.5313,71,2
0.0027,0.133,-9.788,142.613,162.476,0.3293,-0.1571,0.9311,71,2
0.0025,0.1106,-9.9058,142.658,162.432,0.4069,0.5353,0.7402,72,2
0.0032,0.1573,-9.8596,142.717,162.514,0.3494,0.4631,0.8145,72,2
0.0027,0.1825,-9.9091,142.681,162.631,0.2708,0.6427,0.7166,73,2
0.0039,0.0595,-9.9157,142.679,162.643,-0.5668,-0.0027,0.8238,74,2
0.0039,0.0589,-9.9494,142.678,162.692,-0.4859,-0.1463,0.8617,74,2
0.0037,0.0792,-9.9842,142.665,162.74,-0.3103,-0.1132,0.9439,74,2
0.0039,0.1137,-10.0051,142.661,162.817,-0.3642,-0.0296,0.9309,74,2
0.0025,0.1738,-9.9082,142.681,162.688,0.5417,-0.0531,0.8389,75,2
0.0038,0.0628,-9.0042,141.063,159.725,-0.9652,-0.2608,0.0173,76,2
0.0034,0.0461,-9.0648,141.046,159.727,-0.7135,-0.6309,0.3047,76,2
0.0402,0.2696,-9.1098,140.978,159.704,-0.5028,-0.5077,0.6996,76,2
0.0402,0.3235,-9.2583,140.844,159.869,-0.6706,-0.6754,0.3067,76,2
0.0093,0.133,-8.9247,141.041,159.723,-0.0984,-0.6456,0.7573,77,2
0.0093,0.2088,-8.9476,140.97,159.822,-0.3195,-0.1136,0.9407,77,2
0.0127,0.5058,-9.1036,141.021,159.939,0.0013,-0.3138,0.9495,78,2
0.0257,0.2701,-9.4354,141.036,160.442,-0.9852,-0.0983,0.1404,79,2
0.0244,0.111,-9.7033,141.01,160.474,-0.9514,-0.1102,0.2876,79,2
0.0275,0.1244,-9.8092,140.997,160.505,-0.8964,-0.1498,0.4171,79,2
0.028,0.0607,-9.9261,140.976,160.555,-0.1516,-0.5077,0.8481,79,2
0.0253,0.124,-9.961,140.919,160.605,0.1717,-0.2361,0.9564,79,2
0.0162,0.1394,-9.9182,140.862,160.715,-0.0686,-0.314,0.947,79,2
0.0158,0.1107,-9.9291,140.819,160.848,-0.0163,-0.2758,0.9611,79,2
0.0156,0.0768,-9.9314,140.788,160.954,-0.0057,-0.2972,0.9548,79,2
0.0152,0.1404,-9.9457,140.759,161.024,-0.0701,-0.2864,0.9555,79,2
0.0249,0.0947,-9.9534,140.711,161.158,-0.1185,-0.0792,0.9898,79,2
0.0141,0.1928,-9.9521,140.705,161.251,0.1117,-0.2157,0.97,79,2
0.0132,0.1738,-9.9068,140.665,161.439,-0.0517,-0.1884,0.9807,79,2
0.0132,0.0842,-9.8961,140.634,161.609,0.0346,-0.1276,0.9912,79,2
0.0197,0.0563,-9.9231,140.613,161.693,0.0093,-0.0221,0.9997,79,2
0.0124,0.0567,-9.8921,140.613,161.748,0.0406,-0.1474,0.9883,79,2
0.0123,0.0786,-9.89,140.604,161.804,0.0074,-0.1087,0.994,79,2
0.0152,0.2395,-9.8891,140.599,161.883,0.0734,-0.1492,0.9861,79,2
0.0141,0.1001,-9.8736,140.564,162.119,0.0427,-0.1308,0.9905,79,2
0.0087,0.0626,-9.8752,140.547,162.218,0.0638,-0.1219,0.9905,79,2
0.0082,0.0959,-9.8798,140.534,162.281,0.0889,-0.0585,0.9943,79,2
0.0075,0.0822,-9.8744,140.531,162.376,0.0162,-0.0327,0.9993,79,2
0.0087,0.0701,-9.8751,140.528,162.458,0.0629,-0.0129,0.9979,79,2
0.01,0.0827,-9.869,140.528,162.528,0.1837,-0.164,0.9692,79,2
0.0102,0.0717,-9.8532,140.506,162.608,0.2022,-0.0031,0.9793,79,2
0.015,0.044,-9.8321,140.51,162.68,-0.0868,-0.1856,0.9788,79,2
0.0089,0.1227,-9.8341,140.505,162.723,0.0298,-0.0138,0.9995,79,2
0.0037,0.1153,-9.8429,140.496,162.846,0.0446,-0.0358,0.9984,79,2
0.0266,0.2417,-9.5068,140.999,160.47,0.2752,-0.1766,0.945,80,2
0.0148,0.104,-9.4588,140.91,160.678,0.1944,-0.4521,0.8706,80,2
0.0145,0.0733,-9.4383,140.862,160.768,0.1872,-0.4333,0.8816,80,2
0.0253,0.113,-9.4302,140.86,160.853,0.3919,-0.4558,0.7991,80,2
0.0248,0.3812,-9.3435,140.786,160.93,0.1027,-0.3298,0.9385,80,2
0.0212,0.0761,-9.3182,140.648,161.285,0.0627,-0.3322,0.9411,80,2
0.0103,0.093,-9.3076,140.592,161.345,0.177,-0.3049,0.9358,80,2
0.0094,0.079,-9.2897,140.563,161.432,0.1324,-0.2381,0.9622,80,2
0.0083,0.1127,-9.2829,140.538,161.507,0.0473,-0.1899,0.9807,80,2
0.0076,0.092,-9.2798,140.515,161.617,-0.0073,-0.1225,0.9924,80,2
0.0113,0.1865,-9.2746,140.595,161.728,-0.376,-0.1736,0.9102,80,2
0.0151,0.1454,-9.5369,141.101,160.523,0.3498,0.4171,0.8389,81,2
0.015,0.1444,-9.4876,141.167,160.641,0.3086,0.6335,0.7096,81,2
0.0139,0.1263,-9.4275,141.299,160.742,0.365,-0.0888,0.9268,81,2
0.0085,0.1151,-9.3713,141.31,160.854,0.1452,0.1616,0.9761,81,2
0.0128,0.0869,-9.3496,141.322,160.966,-0.0297,0.0395,0.9988,81,2
0.0057,0.2058,-9.345,141.338,161.052,0.0918,0.0605,0.9939,81,2
0.0086,0.0663,-9.3262,141.357,161.255,0.0736,0.1064,0.9916,81,2
0.0076,0.0912,-9.3211,141.354,161.323,0.0198,0.1598,0.9869,81,2
0.0073,0.0953,-9.3162,141.364,161.413,0.0004,0.1396,0.9902,81,2
0.0071,0.0684,-9.3186,141.377,161.508,-0.0641,0.1268,0.9899,81,2
0.0097,0.1246,-9.3098,141.39,161.576,-0.0538,0.103,0.9932,81,2
0.0107,0.1824,-9.3061,141.401,161.702,-0.236,-0.0119,0.9717,81,2
0.0117,0.116,-9.3364,141.402,161.865,0.7313,-0.3328,0.5954,81,2
0.0141,0.1634,-9.6335,141.157,160.583,-0.2221,-0.5239,0.8224,82,2
0.017,0.0516,-9.6939,141.059,160.705,-0.5655,0.3142,0.7625,82,2
0.0234,0.2529,-9.7558,141.098,160.737,-0.2747,-0.091,0.9572,82,2
0.0234,0.1246,-9.8051,141.068,160.979,0.2982,0.8834,-0.3615,82,2
0.014,0.1688,-9.7263,141.26,160.628,-0.2371,0.2889,0.9275,83,2
0.0176,0.1183,-9.7598,141.329,160.788,-0.4841,0.016,0.8749,83,2
0.0185,0.0805,-9.819,141.323,160.892,-0.3842,0.1592,0.9094,83,2
0.0202,0.0691,-9.8557,141.342,160.962,-0.2843,0.1004,0.9535,83,2
0.0193,0.0756,-9.8791,141.359,161.031,-0.0704,-0.2995,0.9515,83,2
0.0176,0.2697,-9.8741,141.333,161.102,0.0155,-0.2937,0.9558,83,2
0.0137,0.0985,-9.8812,141.261,161.362,0.0651,-0.2376,0.9692,83,2
0.0128,0.0613,-9.8956,141.222,161.457,0.0529,-0.1388,0.9889,83,2
0.0077,0.1393,-9.876,141.224,161.512,0.2525,0.0521,0.9662,83,2
0.014,0.0906,-9.8254,141.336,160.726,-0.5063,-0.1307,0.8524,84,2
0.0154,0.2569,-9.8739,141.319,160.801,-0.4397,-0.0477,0.8969,84,2
0.0132,0.1414,-9.9895,141.306,161.031,-0.3562,-0.0286,0.934,84,2
0.0127,0.0637,-10.0399,141.301,161.163,-0.3484,-0.0409,0.9364,84,2
0.0136,0.0786,-10.0628,141.299,161.222,-0.2932,-0.0255,0.9557,84,2
0.0137,0.081,-10.0864,141.297,161.297,-0.2581,-0.0074,0.9661,84,2
0.015,0.1663,-10.106,141.297,161.376,-0.2385,0.0206,0.9709,84,2
0.0124,0.0976,-10.1485,141.298,161.537,-0.2183,0.0486,0.9747,84,2
0.0159,0.3315,-10.1765,141.314,161.631,-0.1415,0.0045,0.9899,84,2
0.0156,0.284,-10.2148,141.318,161.958,0.1884,-0.3405,0.9212,84,2
0.0134,0.0745,-10.1277,141.232,162.213,0.2809,-0.3423,0.8966,84,2
0.0155,0.288,-10.102,141.246,162.227,0.8681,-0.4336,-0.2417,84,2
0.012,0.1752,-9.8695,141.09,162.226,0.6724,-0.7228,-0.1593,84,2
0.0159,0.1059,-9.8942,141.095,162.195,0.0347,0.058,0.9977,84,2
0.0147,0.069,-9.8622,141.111,162.299,0.0285,0.1071,0.9938,84,2
0.0095,0.126,-9.8663,141.116,162.368,0.0172,0.1474,0.9889,84,2
0.0094,0.0703,-9.8671,141.135,162.492,-0.1034,0.1043,0.9892,84,2
0.0084,0.0889,-9.8631,141.141,162.563,-0.142,0.1196,0.9826,84,2
0.0136,0.1202,-9.8819,141.146,162.651,0.0503,0.0433,0.9978,84,2
0.0139,0.1733,-9.887,141.166,162.775,0.1578,-0.1234,0.9797,84,2
0.0133,0.1441,-9.8592,141.145,162.945,0.1475,-0.1676,0.9748,84,2
0.0025,0.2132,-9.8539,141.422,160.812,-0.6887,0.4996,0.5254,85,2
